NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
MRNA BINDING	MRNA BINDING		125	-0.18147486	-0.5627692	0.84431136	0.98114824	1	2088	"tags=36%, list=41%, signal=60%"
CILIARY BASAL BODY	CILIARY BASAL BODY		29	-0.17247742	-0.55005807	0.99211043	0.98597145	1	2112	"tags=45%, list=42%, signal=76%"
AMINO ACID BINDING	AMINO ACID BINDING		16	-0.19415368	-0.5480817	0.96370965	0.9852826	1	1903	"tags=44%, list=37%, signal=70%"
PROTEIN EXPORT FROM NUCLEUS	PROTEIN EXPORT FROM NUCLEUS		16	-0.18414198	-0.54465896	0.95652175	0.9852298	1	970	"tags=19%, list=19%, signal=23%"
MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT	MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT		16	-0.19301595	-0.5232234	0.9694501	0.9929112	1	1415	"tags=25%, list=28%, signal=35%"
"REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME"	"REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME"		48	-0.17825705	-0.5078767	0.9354839	0.9967781	1	2258	"tags=42%, list=44%, signal=74%"
STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE	STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE		25	-0.17650373	-0.50150025	0.98547715	0.99705774	1	2169	"tags=52%, list=43%, signal=90%"
CHROMOSOME	CHROMOSOME		112	-0.14178063	-0.4677948	0.99159664	1	1	2138	"tags=40%, list=42%, signal=68%"
TRANSCRIPTION FACTOR COMPLEX	TRANSCRIPTION FACTOR COMPLEX		53	-0.13466287	-0.44557598	1	1	1	1131	"tags=17%, list=22%, signal=22%"
SPLICEOSOMAL SNRNP ASSEMBLY	SPLICEOSOMAL SNRNP ASSEMBLY		16	-0.17246272	-0.43961698	0.9859155	1	1	1997	"tags=38%, list=39%, signal=62%"
GENE SILENCING BY RNA	GENE SILENCING BY RNA		21	-0.15761068	-0.43860346	0.98991936	1	1	2477	"tags=48%, list=49%, signal=93%"
RNA SPLICING	RNA SPLICING		171	-0.14334017	-0.43715233	0.93509126	1	1	2903	"tags=56%, list=57%, signal=127%"
POLY(A) BINDING	POLY(A) BINDING		16	-0.1584419	-0.42043903	0.99408287	1	1	2368	"tags=44%, list=47%, signal=82%"
MRNA PROCESSING	MRNA PROCESSING		212	-0.1383759	-0.42008352	0.94650203	1	1	2903	"tags=55%, list=57%, signal=123%"
HISTONE ACETYLATION	HISTONE ACETYLATION		23	-0.14734174	-0.41045454	0.993988	1	1	1478	"tags=22%, list=29%, signal=31%"
NUCLEAR SPECK	NUCLEAR SPECK		200	-0.10419231	-0.35359737	0.9979466	1	1	2371	"tags=42%, list=47%, signal=76%"
U2 SNRNP	U2 SNRNP		17	-0.14833103	-0.34185547	1	1	1	4330	"tags=100%, list=85%, signal=675%"
MRNA EXPORT FROM NUCLEUS	MRNA EXPORT FROM NUCLEUS		25	-0.11088369	-0.28098914	1	0.99989635	1	2483	"tags=44%, list=49%, signal=86%"
