pho_protein	iFOT_C_2_1	iFOT_C_2_3	iFOT_C_3_1	iFOT_C_3_2	iFOT_C_4_4	iFOT_C_4_5	iFOT_C_4_8	iFOT_C_5_3	iFOT_Z_1_3	iFOT_Z_1_4	iFOT_Z_2_10	iFOT_Z_2_11	iFOT_Z_4_12	iFOT_Z_5_6	iFOT_Z_5_7	iFOT_Z_6_3
Hnrnpa1	960.2987	443.0768	0.01	497.658987	794.6603	548.8591	607.0157	0.01	649.86288	1134.60669	712.60024	0.01	777.443159	38.996504	719.442409	842.75951
Nolc1	1266.336	938.2688	817.821982	605.066238	583.3127	619.8835	864.8381	656.736166	302.121797	571.650233	510.126461	533.519785	613.786364	390.703572	588.207367	567.222728
Nolc1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Nolc1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Nolc1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Nolc1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Kif21b	337.5915	349.0622	0.01	273.6425	349.5953	412.4544	332.7772	294.464723	0.01	0.01	0.01	0.01	414.878844	351.934363	318.689797	278.586438
Kif21b	120.3836	90.81909	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	80.067687	0.01	57.71213	78.67835	0.01
Kif21b	130.276	135.9917	125.824998	120.615478	0.01	113.1924	0.01	93.279292	128.165046	164.250257	131.780757	145.200827	129.541953	117.325795	129.549774	105.870454
Kif21b	0.01	33.04301	39.473891	0.01	0.01	0.01	0.01	0.01	41.216844	56.658576	85.023327	49.027039	0.01	68.31899	71.728359	68.607257
Kif21b	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	371.190113	424.166543	352.992607	324.145995	0.01	0.01	0.01	0.01
Leo1	0.01	0.01	0.01	0.01	6.030352	0.01	0.01	24.554792	19.817448	0.01	0.01	13.155803	0.01	42.49699	60.648069	0.01
Aak1	38.63232	0.01	57.5281	0.01	0.01	0.01	0.01	0.01	0.01	48.492637	0.01	0.01	0.01	0.01	0.01	0.01
Aak1	205.6718	296.7915	249.579766	257.665113	0.01	234.3281	234.0812	260.456593	118.976532	201.191903	178.207435	226.974728	210.342948	193.423005	221.51528	197.16662
Aak1	0.01	0.01	0.01	86.30549	0.01	0.01	0.01	65.444172	0.01	46.299874	0.01	0.01	0.01	44.513964	46.383875	0.01
Aak1	258.1779	0.01	289.643223	235.311996	246.5832	0.01	0.01	292.746506	260.626208	0.01	0.01	212.827663	0.01	250.970938	249.80968	273.381335
Aak1	194.8053	208.215	150.847782	0.01	0.01	158.0969	0.01	175.918208	165.766832	133.000964	144.754307	178.592873	166.719855	150.789064	151.660215	151.234926
Aak1	78.88193	87.015	129.866447	0.01	0.01	0.01	0.01	0.01	0.01	91.236343	90.349097	0.01	120.422965	0.01	143.289585	90.255146
Aak1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	42.929353	0.01	48.700409
Aak1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	76.62942	62.885942	48.274094	43.966411	42.746513	59.448882	59.239407
Aak1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	16.775164	41.742129	0.01	0.01	19.381978	0.01
Eif4g2	0.01	0.01	0.01	0.01	0.01	0.01	93.92043	0.01	0.01	0.01	97.126123	0.01	0.01	109.445757	170.699568	145.102247
Eif4g2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	108.713138	0.01	0.01	0.01
Setd1b	0.01	0.01	0.01	0.01	31.64642	0.01	0.01	0.01	0.01	38.406478	0.01	0.01	0.01	0.01	0.01	0.01
Setd1b	0.01	0.01	56.199552	0.01	66.06979	42.86736	64.84867	82.61482	48.192644	0.01	80.66956	53.394116	79.607678	41.553393	52.127018	63.763175
Peg10	57.17433	0.01	0.01	0.01	0.01	0.01	54.41575	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Clmn	7.252742	8.327306	10.086522	0.01	0.01	8.246142	11.72771	7.581005	12.659172	0.01	10.654241	0.01	17.426902	13.551656	11.468181	11.754857
Cacna1b	0.01	0.01	0.01	0.01	0.01	31.02173	29.61196	0.01	0.01	0.01	23.327415	0.01	31.175579	0.01	0.01	0.01
Cacna1b	0.01	58.79378	0.01	0.01	50.02327	49.69235	0.01	0.01	0.01	101.496378	45.497875	48.9925	64.873078	0.01	37.254874	0.01
Cacna1b	55.34398	0.01	35.675469	0.01	54.54772	70.12836	76.40297	0.01	78.005385	87.917529	78.894303	89.103019	78.835531	50.776407	100.851466	86.010985
Cacna1b	0.01	0.01	0.01	0.01	0.01	0.01	0.01	28.168286	0.01	66.851683	0.01	0.01	61.551572	79.395497	54.032346	0.01
Cacna1b	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	5.039817	16.478154	0.01	0.01	0.01	0.01	0.01	0.01
Cacna1b	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Cacna1b	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Akap4	0.01	0.01	0.01	468.21644	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Raph1	0.01	0.01	0.01	114.163621	0.01	90.83802	0.01	104.947454	0.01	88.835205	0.01	70.790584	0.01	0.01	0.01	0.01
Raph1	114.4785	170.5755	127.508185	121.214987	0.01	142.9039	118.7904	93.737134	97.812058	135.609097	97.996877	120.029	106.281834	107.438105	120.099737	94.178992
Raph1	78.17678	49.67199	0.01	34.497454	34.46718	61.47051	31.00028	46.102703	0.01	54.806664	45.879926	50.430693	57.239037	43.41836	49.867923	58.744922
Raph1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	33.25527	0.01	0.01	0.01
Raph1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	20.329635	66.639128	0.01
Synj1	186.8812	127.0305	205.681882	177.759143	240.0027	187.0102	151.6856	181.523368	212.564316	0.01	181.251697	160.70181	210.004735	200.499981	187.301549	184.060439
Synj1	214.9149	214.2746	0.01	244.951718	160.3415	167.817	129.1845	148.74104	287.581099	206.256372	0.01	253.894215	198.760749	153.592608	0.01	151.221579
Synj1	0.01	0.01	0.01	28.016097	26.88198	82.76452	39.75061	0.01	0.01	0.01	56.117691	73.19448	47.401506	0.01	70.363431	29.795876
Synj1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	25.434009	0.01	0.01	0.01	19.008208	0.01	14.102631	0.01
Rbm15	0.01	275.6735	265.484535	0.01	0.01	0.01	0.01	0.01	0.01	240.831379	0.01	0.01	0.01	0.01	0.01	0.01
Ghr	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	19.213244	0.01	0.01	0.01	0.01	0.01	0.01
Ghr	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	19.213244	0.01	0.01	0.01	0.01	0.01	0.01
Abi1	0.01	109.2918	74.559795	0.01	78.43467	129.2216	98.70757	0.01	0.01	0.01	0.01	75.536206	75.453402	0.01	0.01	0.01
Abi1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	70.348488	0.01	0.01	54.136805	0.01
Abi1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	58.419615	0.01
G3bp2	0.01	0.01	167.958685	0.01	108.9926	117.0405	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
G3bp2	0.01	0.01	0.01	0.01	0.01	0.01	114.6917	46.991147	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
G3bp2	0.01	0.01	0.01	0.01	0.01	0.01	114.6917	46.991147	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
G3bp2	110.5114	182.9019	156.662429	116.980361	219.5946	221.5485	123.6564	220.078487	180.537422	136.795866	252.612971	306.648673	16.675176	150.021854	216.605718	227.216078
Fat3	0.01	0.01	0.01	0.01	0.01	35.54733	0.01	0.01	0.01	46.190857	0.01	36.919832	34.59153	35.244345	32.659384	42.522352
Srgap2	73.79873	63.8564	0.01	39.410572	56.49045	36.86235	57.24075	98.593193	67.789539	0.01	76.322543	60.391663	0.01	44.266593	80.5795	82.233949
Srgap2	64.165	0.01	0.01	0.01	0.01	42.2184	0.01	0.01	58.758358	0.01	0.01	68.109688	75.172621	0.01	76.930406	0.01
Srgap2	0.01	81.17032	0.01	0.01	0.01	104.3369	0.01	109.798274	117.611546	0.01	145.874811	107.083883	0.01	105.423282	162.691061	142.192728
Srgap2	0.01	0.01	16.90208	0.01	0.01	0.01	0.01	0.01	0.01	13.963859	0.01	0.01	0.01	0.01	40.251448	0.01
Srgap2	0.01	0.01	17.543852	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	25.937897	0.01	0.01	0.01	65.199917
Srgap2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	56.494788	0.01
Vps51	201.8264	182.3581	158.102589	151.856552	221.8706	171.3326	154.25	215.384821	176.061704	161.766321	139.050535	200.822	183.107231	170.743699	162.920871	162.612746
Trappc10	0.01	41.1963	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Trappc10	93.95601	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Zfp362	0.01	39.76685	53.162614	168.661833	40.40963	43.21036	45.48677	84.90403	0.01	0.01	47.605908	89.096112	117.800219	0.01	0.01	0.01
Zfp362	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	46.99547	0.01	0.01	0.01	0.01
Phrf1	0.01	221.0205	0.01	94.278006	133.1814	0.01	174.0291	106.068486	101.892649	0.01	0.01	180.851706	200.094457	0.01	103.281874	140.457694
Adamts14	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.50958	0.01	0.01
Gabbr2	0.01	0.01	26.862588	29.844123	0.01	0.01	0.01	0.01	0.01	0.01	25.342972	41.759399	0.01	0.01	34.366937	44.95407
Gabbr2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	38.254422	33.92256	41.278575	0.01	0.01	0.01
Adgrf5	0.01	0.01	0.01	0.01	0.01	26.19492	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Adgrf5	0.01	0.01	0.01	0.01	0.01	26.19492	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Adgrf5	0.01	0.01	0.01	0.01	0.01	26.19492	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Hcn4	0.01	27.73438	21.803126	0.01	31.06836	28.19881	24.2079	19.105738	31.324285	36.023969	0.01	30.788516	0.01	29.575594	44.986913	23.643178
Hcn4	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	48.338771	51.228647	0.01	0.01	0.01	0.01	0.01
Lemd3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	75.113636
Lemd3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	75.113636
Lemd3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	75.113636
Esco1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Esco1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Esco1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mn1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	11.371596	0.01	15.460227	0.01	0.01	0.01	0.01
Rsf1	20.3399	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Rsf1	51.52295	0.01	33.668246	52.372335	48.75192	38.24864	38.3255	0.01	19.593303	34.746812	0.01	37.022066	31.701405	0.01	39.084296	112.930708
Rsf1	90.18977	98.13465	73.88382	76.135725	83.64574	66.54436	75.82494	82.730066	88.44394	102.138062	78.921303	79.273296	85.599791	61.13948	129.313001	67.352694
Rsf1	51.52295	0.01	33.668246	52.372335	48.75192	38.24864	38.3255	0.01	19.593303	34.746812	0.01	37.022066	31.701405	0.01	59.475345	112.930708
Arhgef26	59.47953	0.01	65.789219	0.01	35.25094	0.01	104.0307	78.26794	98.16408	65.904338	84.118823	0.01	0.01	68.503264	0.01	94.699503
Arhgef26	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	49.860251	0.01	0.01	0.01
Cul9	7.027905	0.01	0.01	6.741715	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Cul9	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	24.531619	0.01	0.01	0.01	0.01	0.01
Setd2	0.01	21.0209	0.01	0.01	27.14196	0.01	20.45281	0.01	28.564857	25.363055	15.417059	27.351221	0.01	15.897742	26.155085	0.01
Setd2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	27.816261	0.01	0.01	0.01	27.07353	0.01	0.01	0.01	31.721097
Stxbp5	66.58688	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	35.147304	36.746521	0.01	37.098882	0.01
Stxbp5	108.675	0.01	115.59986	0.01	0.01	74.11617	72.45134	0.01	30.082147	95.98342	122.465721	80.606491	134.461995	0.01	106.965786	100.972319
Mdn1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	17.468279	13.885478	0.01	22.401186	0.01	46.179136	0.01
Bcr	70.42718	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Bcr	123.8231	121.1819	141.882784	107.854503	133.4195	143.3789	0.01	144.361681	0.01	124.783276	0.01	113.556441	176.961965	0.01	0.01	126.383897
Grm5	0.01	0.01	0.01	0.01	0.01	0.01	137.4661	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Grm5	220.7489	36.0521	164.106257	159.773876	104.6024	228.4086	0.01	133.706639	93.609336	180.754631	146.455313	223.928412	249.613942	165.774758	249.558979	200.316375
Grm5	220.7489	63.81108	164.106257	128.380546	104.6024	228.4086	137.4661	133.706639	118.732271	183.12127	205.099538	260.995378	244.464171	183.843634	330.03402	226.902438
Samd1	61.13233	0.01	0.01	51.456894	0.01	62.98697	0.01	48.967097	0.01	0.01	54.867586	54.367417	59.8286	0.01	0.01	0.01
Samd1	0.01	0.01	0.01	0.01	56.59615	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	60.915483	50.791792
Dip2c	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.001621	13.883962	0.01	0.01	15.396427
Nacad	0.01	0.01	25.43503	32.536204	0.01	36.2172	42.97391	0.01	0.01	34.44598	30.558717	0.01	19.246871	0.01	52.271868	0.01
Nacad	0.01	0.01	0.01	0.01	61.09109	0.01	0.01	0.01	41.780081	96.135217	0.01	59.464643	70.737564	0.01	72.633669	0.01
Dact3	0.01	113.3225	84.010846	114.544261	0.01	95.90901	104.9976	61.846392	0.01	78.851163	0.01	101.094867	0.01	62.79436	128.35198	102.727373
Dact3	46.39815	0.01	32.490915	16.199111	0.01	17.6796	0.01	0.01	0.01	0.01	22.441811	20.91182	0.01	16.658499	29.398181	29.679762
Dact3	0.01	0.01	39.72862	0.01	0.01	48.24621	34.86993	0.01	0.01	40.2508	45.194799	0.01	0.01	32.15471	0.01	46.353441
Dact3	0.01	0.01	0.01	22.593872	0.01	0.01	0.01	0.01	33.230237	32.017243	0.01	33.368559	0.01	24.748623	40.8977	28.919017
Dact3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	28.428646	0.01	0.01	23.710644	0.01	0.01	0.01
Mecp2	1265.626	1357.586	1123.865029	1446.053497	1467.615	1467.9	1285.329	1238.059358	706.301479	1495.605365	1008.521377	0.01	877.630777	649.683611	789.847624	0.01
Mecp2	0.01	0.01	22.616816	21.790721	20.65002	0.01	18.16066	22.250914	13.361062	0.01	13.064675	15.12382	0.01	0.01	21.146635	16.442119
Mecp2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	71.199261	0.01	0.01	0.01	0.01	0.01	0.01
Mecp2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	74.486354
Nfix	59.5262	61.45845	49.693628	34.470809	0.01	44.9197	0.01	45.559998	0.01	71.523552	60.565283	0.01	0.01	49.26278	0.01	66.832184
Nfix	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	14.862548	19.629993	0.01	0.01	0.01	0.01	0.01	0.01
Nfix	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	42.609849	17.378581	0.01	0.01	52.626578	0.01	0.01	0.01
Nfix	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	28.543261	0.01	0.01	0.01
Pja1	79.27865	115.5806	89.549162	88.164919	75.60438	0.01	78.72034	73.398261	99.91701	145.910531	147.643318	158.981781	109.823498	129.572477	138.895352	0.01
Enah	0.01	183.9507	143.18793	0.01	0.01	0.01	0.01	0.01	0.01	160.745148	0.01	0.01	0.01	0.01	0.01	0.01
Enah	68.92251	161.3954	113.223596	173.667257	86.54269	91.98011	115.5009	69.580466	62.400716	235.711711	88.35784	74.223734	0.01	0.01	0.01	69.201173
Enah	0.01	101.3794	57.841335	67.963372	105.2595	0.01	93.95827	79.079902	0.01	0.01	90.025096	0.01	57.094818	56.199938	64.973359	58.036228
Enah	0.01	89.12939	0.01	86.236974	73.05218	111.4156	71.49497	95.120089	57.637632	70.44028	58.209524	63.83172	54.80518	41.855975	0.01	57.35556
Enah	0.01	0.01	0.01	0.01	0.01	0.01	0.01	181.408122	0.01	0.01	0.01	0.01	122.401192	0.01	167.872217	0.01
Enah	59.93712	0.01	0.01	0.01	0.01	0.01	0.01	0.01	84.571689	0.01	0.01	59.547536	0.01	0.01	0.01	0.01
Enah	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	253.279739	0.01	0.01
Enah	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	43.636609	0.01
Smcr8	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	20.375656	0.01	0.01	0.01	22.229527	0.01	0.01	0.01
Acin1	54.94625	226.5622	63.433657	59.116334	98.49807	194.6685	71.62213	64.501248	0.01	67.73969	54.609735	62.60076	88.114053	58.68871	41.952734	0.01
Acin1	143.5573	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	86.838153	0.01	0.01
Acin1	271.7534	262.5962	277.311851	253.658871	416.6479	443.8476	397.6427	466.642666	361.893837	197.04511	212.274816	431.105538	216.83919	213.262917	383.133898	0.01
Acin1	589.4686	429.3261	417.430439	235.473768	311.436	272.5625	252.3049	306.84846	236.746129	254.065237	217.958338	298.718581	242.919878	356.171944	272.679188	310.130695
Acin1	345.8707	557.329	442.291205	225.158409	333.4345	356.1005	296.3298	398.64736	178.712651	251.326008	283.784591	419.604141	298.463383	329.656587	324.43503	329.910085
Acin1	444.156	740.4121	0.01	435.414739	0.01	617.0995	0.01	512.646885	625.084783	422.020698	0.01	333.126065	425.988821	271.513529	0.01	284.251992
Acin1	200.3755	152.0859	142.845891	180.889911	162.808	139.7113	122.0694	0.01	127.180819	142.736613	146.185312	145.56003	137.971752	0.01	130.308841	134.818833
Acin1	290.615	107.944	108.426062	82.994868	98.45997	103.9854	0.01	113.67474	77.660547	108.02361	94.878365	93.475623	91.981168	164.7064	113.51187	98.443173
Acin1	0.01	0.01	0.01	0.01	0.01	129.8772	0.01	62.721216	82.366158	43.073517	0.01	0.01	79.05888	0.01	0.01	0.01
Acin1	0.01	0.01	49.068059	0.01	0.01	0.01	0.01	0.01	32.482368	0.01	0.01	0.01	0.01	0.01	40.338497	19.990264
Acin1	219.7951	0.01	0.01	0.01	0.01	247.7064	0.01	0.01	0.01	573.202693	370.340174	611.680934	453.690378	0.01	371.225597	260.228441
Acin1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	20.865061	0.01	0.01	0.01	0.01	0.01	0.01
Acin1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	142.99311	0.01	0.01	0.01	0.01	0.01	74.339829	0.01
Fam131c	0.01	0.01	0.01	0.01	0.01	32.66645	0.01	0.01	0.01	0.01	0.01	41.134938	0.01	26.264401	0.01	0.01
Myt1l	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	44.492811	0.01	0.01	0.01	0.01	0.01	0.01
Ccnyl1	92.17739	107.7795	92.179255	65.956445	114.1161	97.6478	106.1053	105.230331	65.877121	111.232027	113.926938	81.400882	110.225525	85.18901	115.601045	109.12698
Pcdh10	19.75752	17.58194	28.04172	18.907368	33.93388	25.92793	9.888834	0.01	0.01	0.01	0.01	36.171723	21.870893	27.466124	25.732375	0.01
Pcdh10	7.336854	7.859887	0.01	9.625448	10.32216	11.04749	10.72824	0.01	12.970964	13.523651	0.01	10.755361	12.536215	13.700079	13.052472	13.443179
Pcdh10	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	11.452657	0.01	0.01	0.01
Scn2a	27.18751	0.01	0.01	30.122943	0.01	0.01	0.01	15.740546	0.01	21.048596	52.864853	23.953992	0.01	12.794484	0.01	17.740725
Scn2a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	11.854651	19.35479	0.01	0.01	8.590473	0.01	21.311234	0.01	0.01
Scn2a	0.01	30.13621	0.01	26.963626	0.01	0.01	0.01	0.01	41.348314	0.01	0.01	59.204912	53.202178	45.405936	0.01	61.63242
Scn2a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	11.007458
Scn2a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	24.048992	0.01	0.01	0.01	0.01	0.01
Shisal2a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	231.037361	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Cfap47	0.01	18.69546	0.01	14.845934	18.53017	0.01	18.2048	0.01	10.31355	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Zcchc24	0.01	46.57615	37.013018	52.797701	0.01	0.01	0.01	52.096557	0.01	0.01	28.245484	29.876003	0.01	28.92454	0.01	71.036305
Akap5	70.09743	66.49907	107.039908	104.30503	102.9073	117.5536	111.1289	90.910457	110.053831	124.238191	90.632598	132.739253	79.397092	87.741597	122.857448	83.288316
Akap5	0.01	67.66179	0.01	40.09287	29.35705	0.01	0.01	32.230194	29.106541	0.01	45.692951	51.356331	46.350494	0.01	50.673649	41.228417
Akap5	141.9948	0.01	0.01	146.860645	0.01	121.2973	200.6815	207.422351	317.028887	260.026683	158.328609	186.543689	165.864751	178.917714	0.01	165.475553
Clec2l	186.1608	250.9689	156.464407	0.01	0.01	70.19107	130.3405	184.362618	286.388532	177.014927	162.803876	178.758658	114.807353	0.01	241.425123	0.01
Arfgef1	0.01	0.01	0.01	19.572538	18.56636	0.01	23.75283	0.01	17.503437	24.155586	18.174445	23.594098	17.700025	0.01	25.125121	18.608909
Arfgef1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	28.68649	0.01	0.01
Prrt2	102.1409	300.8701	399.590454	328.997154	584.3793	76.86118	318.7258	557.613889	511.697511	0.01	537.011815	535.661186	696.591112	0.01	490.266818	619.207023
Prrt2	312.0943	154.4683	232.864906	220.961847	358.7185	215.857	181.1441	261.169025	351.067339	191.387256	368.227416	244.085215	412.958049	306.54707	352.875673	383.969748
Prrt2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	54.633943	0.01	0.01	0.01	36.546784	0.01	0.01	0.01
Prrt2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	198.297576	0.01
Ablim1	391.1731	150.2732	164.349284	60.256353	0.01	123.2641	112.1694	124.015474	116.69916	268.216771	131.207004	277.380552	192.27727	0.01	192.538416	0.01
Ablim1	0.01	0.01	71.340137	91.085383	92.82798	77.16998	0.01	142.182479	72.049734	193.767695	114.40619	109.273639	196.68042	115.61212	117.571834	101.766431
Ablim1	0.01	0.01	210.992473	169.851335	220.2898	0.01	182.8152	217.364961	245.309623	260.233677	234.597152	295.416678	268.758073	304.632629	273.382544	344.884765
Ablim1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	60.553133	0.01	0.01	0.01	46.643629	37.160429
Ablim1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	77.172025	0.01	0.01	0.01	0.01	74.828087	0.01	59.324824
Kif21a	56.55644	0.01	0.01	0.01	55.55051	42.13764	0.01	0.01	0.01	56.797953	0.01	0.01	0.01	0.01	0.01	0.01
Kif21a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	40.131321	0.01	40.774207	0.01	0.01	0.01	0.01	0.01
Cdk12	0.01	35.74265	43.584649	0.01	39.93919	36.41578	33.06227	37.48752	28.979381	0.01	0.01	28.844676	30.352382	24.149195	28.453874	0.01
Cdk12	0.01	0.01	47.900629	0.01	41.43623	35.85804	0.01	33.914885	0.01	29.239375	30.200966	58.628115	42.127936	0.01	0.01	60.465275
Cdk12	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	23.729177	0.01	0.01	0.01	0.01	0.01	0.01
Srrt	197.149	197.9214	226.231168	136.126581	239.6313	191.7135	210.0036	0.01	212.966628	164.422753	0.01	0.01	152.253274	203.432589	202.698772	189.479084
Synpo	31.66296	0.01	28.053421	0.01	27.49813	0.01	0.01	22.300155	21.095507	0.01	24.927846	30.278724	0.01	0.01	0.01	21.846083
Synpo	53.193	28.41673	43.757468	0.01	65.11557	26.43056	0.01	0.01	27.316253	0.01	61.221385	62.427376	45.657476	50.835203	54.315081	73.024921
Synpo	0.01	0.01	0.01	0.01	0.01	46.74495	0.01	0.01	0.01	44.197498	52.650877	49.173483	0.01	40.56319	39.184576	33.830498
Synpo	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.123531	0.01	21.144055	0.01	0.01	19.167457
Dcx	0.01	1150.666	0.01	817.958505	0.01	961.6556	0.01	0.01	0.01	0.01	0.01	0.01	1107.168908	29.192706	0.01	1104.682946
