NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
GOLGI TO PLASMA MEMBRANE TRANSPORT	GOLGI TO PLASMA MEMBRANE TRANSPORT	21	-0.32207182	-1.0842946	0.3972332	0.5873757	1	5541	"tags=38%, list=25%, signal=51%"
APOLIPOPROTEIN BINDING	APOLIPOPROTEIN BINDING	16	-0.37948292	-1.0835084	0.42277992	0.58785814	1	2733	"tags=38%, list=13%, signal=43%"
"PROTON-TRANSPORTING ATP SYNTHASE ACTIVITY, ROTATIONAL MECHANISM"	"PROTON-TRANSPORTING ATP SYNTHASE ACTIVITY, ROTATIONAL MECHANISM"	16	-0.56941456	-1.0824502	0.3825911	0.58959264	1	6698	"tags=50%, list=31%, signal=72%"
VESICLE FUSION	VESICLE FUSION	31	-0.37448528	-1.0804214	0.3339921	0.59339863	1	5354	"tags=55%, list=25%, signal=73%"
ESTABLISHMENT OR MAINTENANCE OF EPITHELIAL CELL APICAL/BASAL POLARITY	ESTABLISHMENT OR MAINTENANCE OF EPITHELIAL CELL APICAL/BASAL POLARITY	18	-0.3801437	-1.079004	0.27961165	0.59609956	1	2731	"tags=33%, list=13%, signal=38%"
BEHAVIORAL RESPONSE TO COCAINE	BEHAVIORAL RESPONSE TO COCAINE	18	-0.4205253	-1.0785474	0.37351778	0.5959616	1	6936	"tags=72%, list=32%, signal=106%"
CARDIAC MUSCLE CONTRACTION	CARDIAC MUSCLE CONTRACTION	47	-0.23467827	-1.0781075	0.1902834	0.5960003	1	3720	"tags=28%, list=17%, signal=33%"
CGMP-MEDIATED SIGNALING	CGMP-MEDIATED SIGNALING	25	-0.29290032	-1.077765	0.282	0.5957642	1	3522	"tags=32%, list=16%, signal=38%"
INSULIN RECEPTOR BINDING	INSULIN RECEPTOR BINDING	28	-0.33318615	-1.0775499	0.3841584	0.5955556	1	5555	"tags=46%, list=25%, signal=62%"
HISTONE METHYLTRANSFERASE ACTIVITY (H3-K4 SPECIFIC)	HISTONE METHYLTRANSFERASE ACTIVITY (H3-K4 SPECIFIC)	17	-0.39319944	-1.0774872	0.4015748	0.59477556	1	7485	"tags=65%, list=34%, signal=98%"
STABILIZATION OF MEMBRANE POTENTIAL	STABILIZATION OF MEMBRANE POTENTIAL	15	-0.34558973	-1.0770748	0.3984221	0.5949256	1	3301	"tags=40%, list=15%, signal=47%"
NADH METABOLIC PROCESS	NADH METABOLIC PROCESS	15	-0.51331687	-1.0769968	0.27865613	0.59416884	1	5767	"tags=60%, list=26%, signal=81%"
INTRACILIARY TRANSPORT	INTRACILIARY TRANSPORT	29	-0.37132093	-1.0752292	0.2781065	0.59692305	1	4729	"tags=38%, list=22%, signal=48%"
REGULATION OF POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR INTERNALIZATION	REGULATION OF POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR INTERNALIZATION	21	-0.4496744	-1.0737909	0.28458497	0.5986597	1	3220	"tags=52%, list=15%, signal=61%"
MAGNESIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY	MAGNESIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY	16	-0.23237693	-1.0727878	0.4055118	0.5998559	1	5692	"tags=38%, list=26%, signal=51%"
PROTEIN PHOSPHATASE 2A BINDING	PROTEIN PHOSPHATASE 2A BINDING	39	-0.33550385	-1.072284	0.32213438	0.6000493	1	5562	"tags=49%, list=25%, signal=65%"
NEURONAL STEM CELL POPULATION MAINTENANCE	NEURONAL STEM CELL POPULATION MAINTENANCE	24	-0.37064132	-1.0722067	0.2769231	0.59930384	1	2961	"tags=29%, list=14%, signal=34%"
PROTEIN KINASE C BINDING	PROTEIN KINASE C BINDING	60	-0.24514194	-1.0717657	0.3846154	0.5993915	1	3109	"tags=25%, list=14%, signal=29%"
NERVE DEVELOPMENT	NERVE DEVELOPMENT	15	-0.37774184	-1.071051	0.28402367	0.6001954	1	1642	"tags=33%, list=8%, signal=36%"
NURD COMPLEX	NURD COMPLEX	16	-0.2843401	-1.070716	0.19329388	0.5999466	1	716	"tags=13%, list=3%, signal=13%"
SCAFFOLD PROTEIN BINDING	SCAFFOLD PROTEIN BINDING	70	-0.3386007	-1.0706906	0.38339922	0.59909225	1	3368	"tags=40%, list=15%, signal=47%"
REGULATION OF ARF PROTEIN SIGNAL TRANSDUCTION	REGULATION OF ARF PROTEIN SIGNAL TRANSDUCTION	17	-0.4518219	-1.07045	0.23517786	0.5987434	1	2711	"tags=47%, list=12%, signal=54%"
CELLULAR RESPONSE TO CALCIUM ION	CELLULAR RESPONSE TO CALCIUM ION	81	-0.3096227	-1.0698737	0.31620553	0.59874946	1	2439	"tags=30%, list=11%, signal=33%"
HISTONE H4-K5 ACETYLATION	HISTONE H4-K5 ACETYLATION	16	-0.3502665	-1.0675691	0.3069498	0.60224396	1	4140	"tags=38%, list=19%, signal=46%"
HISTONE H4-K8 ACETYLATION	HISTONE H4-K8 ACETYLATION	16	-0.3502665	-1.0675691	0.3069498	0.6012517	1	4140	"tags=38%, list=19%, signal=46%"
REGULATED EXOCYTOSIS	REGULATED EXOCYTOSIS	22	-0.49788398	-1.066552	0.2055336	0.6019503	1	3938	"tags=68%, list=18%, signal=83%"
NEURON DIFFERENTIATION	NEURON DIFFERENTIATION	154	-0.27423826	-1.0664829	0.18623482	0.6010924	1	2544	"tags=26%, list=12%, signal=29%"
NEGATIVE REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	NEGATIVE REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	16	-0.3870033	-1.0656981	0.4950298	0.602056	1	4016	"tags=38%, list=18%, signal=46%"
HISTONE ACETYLTRANSFERASE COMPLEX	HISTONE ACETYLTRANSFERASE COMPLEX	31	-0.2956999	-1.0643675	0.4138614	0.6033535	1	4431	"tags=32%, list=20%, signal=40%"
REGULATION OF CIRCADIAN RHYTHM	REGULATION OF CIRCADIAN RHYTHM	62	-0.2846614	-1.0630645	0.40118578	0.60503924	1	4444	"tags=37%, list=20%, signal=46%"
NEGATIVE REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE	NEGATIVE REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE	15	-0.35793495	-1.0627714	0.5028791	0.60481167	1	3577	"tags=40%, list=16%, signal=48%"
POSITIVE REGULATION OF TELOMERASE ACTIVITY	POSITIVE REGULATION OF TELOMERASE ACTIVITY	34	-0.18855543	-1.0618519	0.29090908	0.606486	1	17718	"tags=100%, list=81%, signal=530%"
HISTONE METHYLTRANSFERASE COMPLEX	HISTONE METHYLTRANSFERASE COMPLEX	42	-0.33580935	-1.0609552	0.3903846	0.6076327	1	7485	"tags=52%, list=34%, signal=80%"
SULFOTRANSFERASE ACTIVITY	SULFOTRANSFERASE ACTIVITY	46	-0.30852857	-1.0596714	0.32586557	0.60934335	1	3922	"tags=39%, list=18%, signal=48%"
CELL PROLIFERATION IN FOREBRAIN	CELL PROLIFERATION IN FOREBRAIN	16	-0.38446558	-1.0589544	0.3919192	0.60996467	1	3953	"tags=38%, list=18%, signal=46%"
PROTEIN LOCALIZATION TO PLASMA MEMBRANE	PROTEIN LOCALIZATION TO PLASMA MEMBRANE	143	-0.23925398	-1.0576631	0.3923077	0.61186343	1	3184	"tags=27%, list=15%, signal=32%"
ANCHORED COMPONENT OF PLASMA MEMBRANE	ANCHORED COMPONENT OF PLASMA MEMBRANE	36	-0.34549603	-1.0576454	0.29174665	0.61100763	1	2820	"tags=39%, list=13%, signal=45%"
REGULATION OF CELL MIGRATION	REGULATION OF CELL MIGRATION	95	-0.28256577	-1.0573846	0.28458497	0.6105863	1	4329	"tags=40%, list=20%, signal=50%"
FLEMMING BODY	FLEMMING BODY	29	-0.24935731	-1.0545853	0.28973842	0.6157666	1	1712	"tags=14%, list=8%, signal=15%"
MAGNESIUM ION TRANSMEMBRANE TRANSPORT	MAGNESIUM ION TRANSMEMBRANE TRANSPORT	15	-0.23793519	-1.0544511	0.4055118	0.6150598	1	5692	"tags=40%, list=26%, signal=54%"
POLYSOME	POLYSOME	41	-0.2887733	-1.0528591	0.43052837	0.6173548	1	3878	"tags=24%, list=18%, signal=30%"
DYNEIN INTERMEDIATE CHAIN BINDING	DYNEIN INTERMEDIATE CHAIN BINDING	31	-0.30905533	-1.0524513	0.31111112	0.6172178	1	5520	"tags=42%, list=25%, signal=56%"
GTPASE ACTIVATOR ACTIVITY	GTPASE ACTIVATOR ACTIVITY	225	-0.25190684	-1.0513722	0.30632412	0.6185132	1	4008	"tags=34%, list=18%, signal=41%"
"3',5'-CYCLIC-NUCLEOTIDE PHOSPHODIESTERASE ACTIVITY"	"3',5'-CYCLIC-NUCLEOTIDE PHOSPHODIESTERASE ACTIVITY"	24	-0.31983176	-1.0511698	0.4926931	0.618089	1	2387	"tags=29%, list=11%, signal=33%"
ENDOCYTIC RECYCLING	ENDOCYTIC RECYCLING	38	-0.24773051	-1.050702	0.22884615	0.61831146	1	4610	"tags=34%, list=21%, signal=43%"
PROTEIN LOCALIZATION TO CELL SURFACE	PROTEIN LOCALIZATION TO CELL SURFACE	28	-0.28119984	-1.0495898	0.41379312	0.6203376	1	415	"tags=11%, list=2%, signal=11%"
REGULATION OF MULTICELLULAR ORGANISM GROWTH	REGULATION OF MULTICELLULAR ORGANISM GROWTH	30	-0.24604988	-1.0475357	0.3911368	0.62401116	1	4657	"tags=33%, list=21%, signal=42%"
POSITIVE REGULATION OF FIBROBLAST MIGRATION	POSITIVE REGULATION OF FIBROBLAST MIGRATION	15	-0.46774364	-1.0473741	0.3846154	0.6233136	1	3252	"tags=47%, list=15%, signal=55%"
POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL	POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL	15	-0.36161873	-1.0464623	0.5147929	0.62435764	1	6214	"tags=33%, list=28%, signal=47%"
POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION	POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION	24	-0.3256963	-1.0463954	0.39053255	0.6236686	1	3829	"tags=38%, list=18%, signal=45%"
VESICLE-MEDIATED TRANSPORT	VESICLE-MEDIATED TRANSPORT	237	-0.22589996	-1.0460944	0.43392506	0.6238651	1	4325	"tags=29%, list=20%, signal=35%"
RECYCLING ENDOSOME	RECYCLING ENDOSOME	123	-0.2714975	-1.0459868	0.3181818	0.6231383	1	3799	"tags=35%, list=17%, signal=42%"
REGULATION OF GTPASE ACTIVITY	REGULATION OF GTPASE ACTIVITY	84	-0.33089235	-1.0456073	0.5197629	0.62309635	1	5114	"tags=52%, list=23%, signal=68%"
PHOSPHOPROTEIN PHOSPHATASE ACTIVITY	PHOSPHOPROTEIN PHOSPHATASE ACTIVITY	136	-0.1905282	-1.0446415	0.3070707	0.6244213	1	4204	"tags=29%, list=19%, signal=35%"
REGULATION OF THE FORCE OF HEART CONTRACTION	REGULATION OF THE FORCE OF HEART CONTRACTION	21	-0.34604362	-1.0442148	0.36809817	0.62448	1	4991	"tags=38%, list=23%, signal=49%"
PROTEIN TARGETING TO MITOCHONDRION	PROTEIN TARGETING TO MITOCHONDRION	20	-0.38315907	-1.0435703	0.511811	0.6247095	1	6697	"tags=60%, list=31%, signal=86%"
POST-EMBRYONIC DEVELOPMENT	POST-EMBRYONIC DEVELOPMENT	92	-0.28565562	-1.0429165	0.3996063	0.62487674	1	4903	"tags=43%, list=22%, signal=56%"
REGULATION OF POSTSYNAPSE ORGANIZATION	REGULATION OF POSTSYNAPSE ORGANIZATION	28	-0.4054204	-1.0427897	0.3992095	0.6239813	1	4130	"tags=43%, list=19%, signal=53%"
PHOTORECEPTOR CELL MAINTENANCE	PHOTORECEPTOR CELL MAINTENANCE	40	-0.2602192	-1.0412394	0.45454547	0.6268171	1	4098	"tags=30%, list=19%, signal=37%"
MALE GENITALIA DEVELOPMENT	MALE GENITALIA DEVELOPMENT	18	-0.40666696	-1.0399086	0.46464646	0.6283982	1	5420	"tags=56%, list=25%, signal=74%"
PROTEIN KINASE C ACTIVITY	PROTEIN KINASE C ACTIVITY	15	-0.33272585	-1.0394918	0.41439688	0.62854356	1	3252	"tags=33%, list=15%, signal=39%"
EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING	EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING	18	-0.4155048	-1.0388472	0.30181086	0.62906885	1	1546	"tags=22%, list=7%, signal=24%"
GTPASE BINDING	GTPASE BINDING	41	-0.34423617	-1.037007	0.6138614	0.6319153	1	5183	"tags=49%, list=24%, signal=64%"
VACUOLAR TRANSPORT	VACUOLAR TRANSPORT	16	-0.31369606	-1.0368278	0.4184261	0.6316093	1	6444	"tags=50%, list=30%, signal=71%"
PROTEIN SERINE/THREONINE KINASE ACTIVITY	PROTEIN SERINE/THREONINE KINASE ACTIVITY	397	-0.19756468	-1.0364584	0.3918919	0.63132215	1	3703	"tags=26%, list=17%, signal=31%"
REGULATION OF SIGNAL TRANSDUCTION	REGULATION OF SIGNAL TRANSDUCTION	37	-0.3764849	-1.0359846	0.41699606	0.6314407	1	4553	"tags=49%, list=21%, signal=61%"
2-OXOGLUTARATE METABOLIC PROCESS	2-OXOGLUTARATE METABOLIC PROCESS	16	-0.29620314	-1.0357896	0.36639675	0.6310428	1	2827	"tags=25%, list=13%, signal=29%"
LYS48-SPECIFIC DEUBIQUITINASE ACTIVITY	LYS48-SPECIFIC DEUBIQUITINASE ACTIVITY	17	-0.2875877	-1.0350722	0.4157088	0.63150215	1	15555	"tags=100%, list=71%, signal=348%"
BETA-TUBULIN BINDING	BETA-TUBULIN BINDING	40	-0.34003237	-1.0346358	0.398773	0.6312512	1	4577	"tags=38%, list=21%, signal=47%"
NEGATIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION	NEGATIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION	27	-0.31731963	-1.0324337	0.42175573	0.634745	1	4838	"tags=44%, list=22%, signal=57%"
EXOCYTOSIS	EXOCYTOSIS	99	-0.31543687	-1.0298581	0.3339921	0.63819456	1	3778	"tags=45%, list=17%, signal=55%"
HISTONE DEACETYLASE COMPLEX	HISTONE DEACETYLASE COMPLEX	34	-0.23365371	-1.0295527	0.3923077	0.6380207	1	3550	"tags=24%, list=16%, signal=28%"
REGULATION OF HEART CONTRACTION	REGULATION OF HEART CONTRACTION	24	-0.31407875	-1.0291717	0.2800789	0.6375447	1	3421	"tags=38%, list=16%, signal=44%"
PROTEIN DEPHOSPHORYLATION	PROTEIN DEPHOSPHORYLATION	167	-0.1655175	-1.0290078	0.4015748	0.6368703	1	5562	"tags=36%, list=25%, signal=48%"
PRODUCTION OF MIRNAS INVOLVED IN GENE SILENCING BY MIRNA	PRODUCTION OF MIRNAS INVOLVED IN GENE SILENCING BY MIRNA	16	-0.3182344	-1.028748	0.5	0.6366419	1	3878	"tags=44%, list=18%, signal=53%"
PLASMA MEMBRANE RAFT	PLASMA MEMBRANE RAFT	29	-0.34101135	-1.02828	0.27307692	0.63661975	1	3173	"tags=38%, list=15%, signal=44%"
ESTABLISHMENT OF PLANAR POLARITY	ESTABLISHMENT OF PLANAR POLARITY	19	-0.352896	-1.0278866	0.38039216	0.636654	1	2001	"tags=21%, list=9%, signal=23%"
GAP JUNCTION	GAP JUNCTION	31	-0.35880733	-1.0260252	0.2768595	0.63934445	1	4593	"tags=42%, list=21%, signal=53%"
PHOSPHOLIPASE BINDING	PHOSPHOLIPASE BINDING	16	-0.38033727	-1.0259191	0.4367589	0.63876575	1	1171	"tags=31%, list=5%, signal=33%"
POSITIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY	POSITIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY	38	-0.3276989	-1.025345	0.2769231	0.6393987	1	4352	"tags=32%, list=20%, signal=39%"
HEAD DEVELOPMENT	HEAD DEVELOPMENT	16	-0.38497514	-1.0250642	0.2989899	0.6392635	1	4912	"tags=50%, list=23%, signal=64%"
INTRACELLULAR PROTEIN TRANSPORT	INTRACELLULAR PROTEIN TRANSPORT	302	-0.20358591	-1.0245697	0.4418146	0.6397325	1	4545	"tags=30%, list=21%, signal=38%"
NUCLEAR IMPORT SIGNAL RECEPTOR ACTIVITY	NUCLEAR IMPORT SIGNAL RECEPTOR ACTIVITY	19	-0.39102313	-1.0239295	0.43076923	0.63961864	1	5989	"tags=53%, list=27%, signal=72%"
MYOSIN V BINDING	MYOSIN V BINDING	19	-0.44713607	-1.0229449	0.5118577	0.64047533	1	4476	"tags=63%, list=21%, signal=79%"
NUCLEOSOME BINDING	NUCLEOSOME BINDING	23	-0.25495806	-1.022712	0.31299213	0.640034	1	6441	"tags=48%, list=30%, signal=68%"
UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS	UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS	15	-0.33030856	-1.0216774	0.32868525	0.641866	1	2496	"tags=27%, list=11%, signal=30%"
CORECEPTOR ACTIVITY	CORECEPTOR ACTIVITY	20	-0.3289028	-1.0202073	0.49484536	0.6448685	1	2774	"tags=35%, list=13%, signal=40%"
RESPONSE TO PAIN	RESPONSE TO PAIN	21	-0.41130885	-1.0198135	0.42769858	0.6449003	1	2049	"tags=43%, list=9%, signal=47%"
REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE	REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE	24	-0.34287062	-1.0186224	0.49506903	0.6465097	1	4159	"tags=42%, list=19%, signal=51%"
CELL-CELL JUNCTION ASSEMBLY	CELL-CELL JUNCTION ASSEMBLY	32	-0.30538684	-1.0181061	0.3846154	0.64657056	1	1473	"tags=25%, list=7%, signal=27%"
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE	POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE	32	-0.1912453	-1.0174191	0.499002	0.6472079	1	17659	"tags=100%, list=81%, signal=523%"
NEGATIVE REGULATION OF CELL CYCLE	NEGATIVE REGULATION OF CELL CYCLE	39	-0.24894443	-1.0161251	0.37115383	0.6495315	1	2730	"tags=28%, list=13%, signal=32%"
G PROTEIN-COUPLED SEROTONIN RECEPTOR ACTIVITY	G PROTEIN-COUPLED SEROTONIN RECEPTOR ACTIVITY	31	-0.36267945	-1.0145481	0.38385826	0.6509814	1	1791	"tags=26%, list=8%, signal=28%"
LATERAL PLASMA MEMBRANE	LATERAL PLASMA MEMBRANE	66	-0.27582875	-1.0145389	0.29752067	0.650095	1	2143	"tags=23%, list=10%, signal=25%"
BRANCHING INVOLVED IN BLOOD VESSEL MORPHOGENESIS	BRANCHING INVOLVED IN BLOOD VESSEL MORPHOGENESIS	33	-0.36054477	-1.0140221	0.29208925	0.65028673	1	957	"tags=21%, list=4%, signal=22%"
NEGATIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA	NEGATIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA	20	-0.27781737	-1.0130662	0.48795182	0.651133	1	6503	"tags=40%, list=30%, signal=57%"
PROTEIN KINASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY	PROTEIN KINASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY	26	-0.2815764	-1.0129161	0.40882918	0.65067697	1	3803	"tags=38%, list=17%, signal=47%"
DRUG BINDING	DRUG BINDING	97	-0.24288826	-1.0126896	0.3156823	0.65014184	1	4587	"tags=37%, list=21%, signal=47%"
LAMELLIPODIUM	LAMELLIPODIUM	173	-0.23870157	-1.0126436	0.5	0.64933497	1	4578	"tags=38%, list=21%, signal=47%"
POSITIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT	POSITIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT	27	-0.31999472	-1.0115441	0.3339921	0.65090376	1	3901	"tags=37%, list=18%, signal=45%"
G-PROTEIN BETA-SUBUNIT BINDING	G-PROTEIN BETA-SUBUNIT BINDING	26	-0.3229885	-1.0070006	0.3992016	0.6593298	1	2058	"tags=23%, list=9%, signal=25%"
POSITIVE REGULATION OF TRANSLATIONAL INITIATION	POSITIVE REGULATION OF TRANSLATIONAL INITIATION	15	-0.30612606	-1.004364	0.3243762	0.66394085	1	2813	"tags=20%, list=13%, signal=23%"
DYNEIN COMPLEX BINDING	DYNEIN COMPLEX BINDING	21	-0.28839076	-1.0031323	0.5183044	0.665895	1	5592	"tags=52%, list=26%, signal=70%"
CELL-CELL ADHESION	CELL-CELL ADHESION	145	-0.25627106	-1.0030432	0.28235295	0.66504735	1	3815	"tags=34%, list=17%, signal=41%"
ENDOMEMBRANE SYSTEM	ENDOMEMBRANE SYSTEM	168	-0.22869295	-1.0017538	0.44158417	0.66649306	1	3990	"tags=31%, list=18%, signal=38%"
DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING	DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING	25	-0.21898079	-1.0013592	0.37242797	0.6662888	1	17053	"tags=100%, list=78%, signal=457%"
REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION	REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION	45	-0.30232832	-1.0009099	0.38264298	0.66652334	1	3292	"tags=36%, list=15%, signal=42%"
LACTATION	LACTATION	44	-0.26008147	-1.0003805	0.488417	0.666297	1	4935	"tags=39%, list=23%, signal=50%"
LIPID BIOSYNTHETIC PROCESS	LIPID BIOSYNTHETIC PROCESS	21	-0.2733388	-1.0002619	0.52964425	0.66553694	1	2182	"tags=29%, list=10%, signal=32%"
PHOSPHATIDYLSERINE BINDING	PHOSPHATIDYLSERINE BINDING	58	-0.27623156	-0.9983945	0.40944883	0.6675496	1	4092	"tags=36%, list=19%, signal=44%"
CYTOPLASMIC VESICLE MEMBRANE	CYTOPLASMIC VESICLE MEMBRANE	145	-0.24820523	-0.99803615	0.61857706	0.66757035	1	2855	"tags=28%, list=13%, signal=32%"
PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION	PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION	22	-0.23201214	-0.99760044	0.43554688	0.6679197	1	4722	"tags=41%, list=22%, signal=52%"
SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION	SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION	100	-0.29015422	-0.9935391	0.4367589	0.67684203	1	4070	"tags=39%, list=19%, signal=48%"
ADRENAL GLAND DEVELOPMENT	ADRENAL GLAND DEVELOPMENT	23	-0.3145844	-0.99336165	0.3006263	0.6763734	1	2025	"tags=26%, list=9%, signal=29%"
PHOSPHATIDYLINOSITOL 3-KINASE BINDING	PHOSPHATIDYLINOSITOL 3-KINASE BINDING	26	-0.33970678	-0.99322385	0.42885375	0.6757324	1	3434	"tags=42%, list=16%, signal=50%"
ANIMAL ORGAN MORPHOGENESIS	ANIMAL ORGAN MORPHOGENESIS	114	-0.29334763	-0.99294126	0.49309665	0.6755046	1	2950	"tags=30%, list=14%, signal=34%"
CILIUM ASSEMBLY	CILIUM ASSEMBLY	175	-0.2192559	-0.9927315	0.31364563	0.675347	1	5108	"tags=30%, list=23%, signal=39%"
REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORT	REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORT	16	-0.42766416	-0.99192613	0.513834	0.6763832	1	4667	"tags=63%, list=21%, signal=79%"
NEGATIVE REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS	NEGATIVE REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS	15	-0.34512892	-0.9915438	0.47851562	0.6759895	1	1297	"tags=27%, list=6%, signal=28%"
TRANSCRIPTIONALLY ACTIVE CHROMATIN	TRANSCRIPTIONALLY ACTIVE CHROMATIN	21	-0.19052264	-0.99111485	0.41472867	0.67579514	1	6182	"tags=38%, list=28%, signal=53%"
MISMATCH REPAIR	MISMATCH REPAIR	19	-0.21892053	-0.9907808	0.6935167	0.67565763	1	17053	"tags=100%, list=78%, signal=457%"
SENSORY PERCEPTION OF SOUND	SENSORY PERCEPTION OF SOUND	133	-0.25070727	-0.990143	0.2977867	0.67601633	1	2404	"tags=23%, list=11%, signal=25%"
PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING	PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING	31	-0.29774243	-0.98879546	0.3944773	0.6775527	1	4838	"tags=39%, list=22%, signal=50%"
INNER EAR RECEPTOR CELL STEREOCILIUM ORGANIZATION	INNER EAR RECEPTOR CELL STEREOCILIUM ORGANIZATION	23	-0.28110707	-0.9879392	0.3853755	0.67846733	1	4739	"tags=39%, list=22%, signal=50%"
RESPONSE TO CORTICOSTERONE	RESPONSE TO CORTICOSTERONE	24	-0.3595464	-0.9872993	0.48185483	0.67865366	1	1370	"tags=33%, list=6%, signal=36%"
GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	189	-0.20071729	-0.986854	0.49802372	0.67815477	1	3864	"tags=28%, list=18%, signal=33%"
MACROAUTOPHAGY	MACROAUTOPHAGY	30	-0.25487545	-0.98340046	0.44094488	0.6837379	1	2230	"tags=17%, list=10%, signal=19%"
PHOSPHATIDIC ACID BINDING	PHOSPHATIDIC ACID BINDING	19	-0.34922415	-0.9829325	0.5395257	0.68401474	1	5063	"tags=53%, list=23%, signal=68%"
ENDOCHONDRAL OSSIFICATION	ENDOCHONDRAL OSSIFICATION	29	-0.32116386	-0.98010844	0.39839035	0.6881458	1	2359	"tags=24%, list=11%, signal=27%"
CILIUM	CILIUM	335	-0.1889506	-0.97989315	0.37751004	0.68773454	1	5108	"tags=28%, list=23%, signal=36%"
EATING BEHAVIOR	EATING BEHAVIOR	39	-0.2871164	-0.978778	0.47346938	0.68877566	1	3696	"tags=31%, list=17%, signal=37%"
TELOMERIC DNA BINDING	TELOMERIC DNA BINDING	27	-0.21472964	-0.97838235	0.41468254	0.6887369	1	3810	"tags=22%, list=17%, signal=27%"
LUNG DEVELOPMENT	LUNG DEVELOPMENT	108	-0.2520984	-0.97549033	0.37307692	0.6939549	1	2961	"tags=26%, list=14%, signal=30%"
STEROID HORMONE RECEPTOR ACTIVITY	STEROID HORMONE RECEPTOR ACTIVITY	53	-0.2564101	-0.9754761	0.3275194	0.69305867	1	2233	"tags=21%, list=10%, signal=23%"
RHO GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	RHO GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	72	-0.29835322	-0.97495955	0.38039216	0.69333804	1	5120	"tags=40%, list=23%, signal=52%"
RECYCLING ENDOSOME MEMBRANE	RECYCLING ENDOSOME MEMBRANE	70	-0.30991608	-0.97398585	0.5948617	0.694165	1	4130	"tags=50%, list=19%, signal=61%"
DOPAMINE RECEPTOR SIGNALING PATHWAY	DOPAMINE RECEPTOR SIGNALING PATHWAY	15	-0.38139808	-0.97374123	0.39257812	0.69380057	1	7426	"tags=73%, list=34%, signal=111%"
CELL FATE DETERMINATION	CELL FATE DETERMINATION	17	-0.37693772	-0.971022	0.39053255	0.6983687	1	4594	"tags=41%, list=21%, signal=52%"
CAMERA-TYPE EYE DEVELOPMENT	CAMERA-TYPE EYE DEVELOPMENT	69	-0.28307408	-0.9707569	0.3856859	0.6979688	1	2962	"tags=23%, list=14%, signal=27%"
