NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION	POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION	26	0.69806314	1.7949421	0	0.08785796	0.49	1778	"tags=38%, list=8%, signal=42%"
PROTEIN HOMOOLIGOMERIZATION	PROTEIN HOMOOLIGOMERIZATION	170	0.34999287	1.794016	0	0.08866734	0.49	2495	"tags=19%, list=11%, signal=21%"
CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR	CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR	121	0.5193511	1.7923083	0	0.089020915	0.49	4378	"tags=43%, list=20%, signal=53%"
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE	POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE	210	0.44698334	1.7911253	0	0.08875643	0.49	3522	"tags=33%, list=16%, signal=39%"
NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION	NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION	32	0.52588135	1.7907281	0	0.08849573	0.49	3948	"tags=38%, list=18%, signal=46%"
POSITIVE REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS	POSITIVE REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS	16	0.60608935	1.7897451	0	0.08823879	0.49	2871	"tags=44%, list=13%, signal=50%"
PROTEIN ADP-RIBOSYLATION	PROTEIN ADP-RIBOSYLATION	24	0.6970343	1.7896484	0	0.087985374	0.49	1378	"tags=33%, list=6%, signal=36%"
POSITIVE REGULATION OF CYTOKINE SECRETION	POSITIVE REGULATION OF CYTOKINE SECRETION	31	0.63754535	1.7892232	0	0.08773543	0.49	3480	"tags=48%, list=16%, signal=57%"
AGING	AGING	191	0.42904845	1.7878333	0	0.08784852	0.49	2932	"tags=24%, list=13%, signal=28%"
RESPONSE TO VIRUS	RESPONSE TO VIRUS	78	0.7475201	1.7870841	0	0.08852226	0.49	2126	"tags=47%, list=10%, signal=52%"
EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS	EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS	27	0.51282936	1.7851853	0	0.0886286	0.49	1736	"tags=22%, list=8%, signal=24%"
POSITIVE REGULATION OF INFLAMMATORY RESPONSE	POSITIVE REGULATION OF INFLAMMATORY RESPONSE	67	0.65572494	1.7836981	0	0.08838106	0.49	1741	"tags=42%, list=8%, signal=45%"
CELLULAR RESPONSE TO INTERFERON-GAMMA	CELLULAR RESPONSE TO INTERFERON-GAMMA	96	0.63822615	1.781188	0	0.0884869	0.49	3508	"tags=48%, list=16%, signal=57%"
RESPONSE TO BACTERIUM	RESPONSE TO BACTERIUM	158	0.69803035	1.7804973	0	0.088815846	0.49	2020	"tags=44%, list=9%, signal=48%"
T CELL ACTIVATION	T CELL ACTIVATION	37	0.68986964	1.7798798	0	0.08857201	0.49	2040	"tags=43%, list=9%, signal=48%"
CORTICAL CYTOSKELETON ORGANIZATION	CORTICAL CYTOSKELETON ORGANIZATION	17	0.38536888	1.7793212	0	0.08833136	0.49	943	"tags=12%, list=4%, signal=12%"
POSITIVE REGULATION OF CATALYTIC ACTIVITY	POSITIVE REGULATION OF CATALYTIC ACTIVITY	72	0.42386335	1.7765142	0	0.08845614	0.536	4142	"tags=31%, list=19%, signal=38%"
RETINOID X RECEPTOR BINDING	RETINOID X RECEPTOR BINDING	19	0.5428105	1.7745794	0	0.088558145	0.536	3560	"tags=32%, list=16%, signal=38%"
LIPID DROPLET	LIPID DROPLET	74	0.40462264	1.7729216	0	0.088322274	0.536	4604	"tags=30%, list=21%, signal=38%"
RESPONSE TO GAMMA RADIATION	RESPONSE TO GAMMA RADIATION	30	0.55830044	1.7725953	0	0.0880894	0.536	1340	"tags=20%, list=6%, signal=21%"
NEGATIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY	NEGATIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY	30	0.49879247	1.7719134	0	0.08838234	0.536	2426	"tags=27%, list=11%, signal=30%"
PHAGOCYTIC VESICLE MEMBRANE	PHAGOCYTIC VESICLE MEMBRANE	42	0.6864467	1.771622	0	0.08867143	0.536	2459	"tags=43%, list=11%, signal=48%"
POSITIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE	POSITIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE	17	0.78643095	1.7706788	0	0.089285016	0.536	2412	"tags=59%, list=11%, signal=66%"
IRON ION HOMEOSTASIS	IRON ION HOMEOSTASIS	35	0.5919157	1.7706785	0	0.08905196	0.536	2322	"tags=37%, list=11%, signal=41%"
SIGNALING RECEPTOR BINDING	SIGNALING RECEPTOR BINDING	330	0.387035	1.7687984	0	0.08914583	0.536	3033	"tags=25%, list=14%, signal=28%"
PROGRAMMED CELL DEATH	PROGRAMMED CELL DEATH	30	0.63890827	1.7678721	0	0.08891653	0.536	1320	"tags=30%, list=6%, signal=32%"
REGULATION OF ERK1 AND ERK2 CASCADE	REGULATION OF ERK1 AND ERK2 CASCADE	29	0.51178753	1.7664883	0	0.09015342	0.536	3382	"tags=41%, list=15%, signal=49%"
INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS	INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS	22	0.69379085	1.765212	0	0.09055679	0.536	1010	"tags=36%, list=5%, signal=38%"
POSITIVE REGULATION OF P38MAPK CASCADE	POSITIVE REGULATION OF P38MAPK CASCADE	27	0.53401417	1.764943	0	0.09032317	0.536	3979	"tags=37%, list=18%, signal=45%"
POSITIVE REGULATION OF CYTOKINE PRODUCTION	POSITIVE REGULATION OF CYTOKINE PRODUCTION	32	0.69318086	1.7644444	0	0.09058652	0.536	3034	"tags=44%, list=14%, signal=51%"
IMMUNE SYSTEM PROCESS	IMMUNE SYSTEM PROCESS	429	0.7160157	1.7643757	0	0.09035545	0.536	2476	"tags=47%, list=11%, signal=52%"
INNATE IMMUNE RESPONSE	INNATE IMMUNE RESPONSE	343	0.7063177	1.759052	0	0.09247172	0.586	2118	"tags=42%, list=10%, signal=46%"
B CELL RECEPTOR SIGNALING PATHWAY	B CELL RECEPTOR SIGNALING PATHWAY	31	0.7206138	1.7581933	0	0.09302648	0.586	3036	"tags=65%, list=14%, signal=75%"
POSITIVE REGULATION OF NEURON APOPTOTIC PROCESS	POSITIVE REGULATION OF NEURON APOPTOTIC PROCESS	70	0.41270044	1.7557007	0	0.09370554	0.586	4026	"tags=31%, list=18%, signal=38%"
UBIQUITIN-LIKE PROTEIN LIGASE BINDING	UBIQUITIN-LIKE PROTEIN LIGASE BINDING	20	0.6776642	1.7538271	0	0.09407161	0.586	1376	"tags=30%, list=6%, signal=32%"
3'-UTR-MEDIATED MRNA DESTABILIZATION	3'-UTR-MEDIATED MRNA DESTABILIZATION	16	0.6445537	1.7516366	0	0.09443341	0.586	2590	"tags=38%, list=12%, signal=43%"
POSITIVE REGULATION OF CALCIUM ION TRANSPORT	POSITIVE REGULATION OF CALCIUM ION TRANSPORT	32	0.51014036	1.7509624	0	0.09448966	0.586	2494	"tags=31%, list=11%, signal=35%"
ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY	ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY	17	0.60653484	1.7507362	0	0.09454513	0.586	750	"tags=29%, list=3%, signal=30%"
SITE OF DNA DAMAGE	SITE OF DNA DAMAGE	20	0.39385715	1.7502655	0	0.09459991	0.586	3624	"tags=20%, list=17%, signal=24%"
RESPONSE TO FATTY ACID	RESPONSE TO FATTY ACID	22	0.5762639	1.7487552	0	0.095752336	0.586	3922	"tags=50%, list=18%, signal=61%"
POSITIVE REGULATION OF INTERLEUKIN-6 BIOSYNTHETIC PROCESS	POSITIVE REGULATION OF INTERLEUKIN-6 BIOSYNTHETIC PROCESS	16	0.80856985	1.7485123	0	0.09550512	0.586	1993	"tags=69%, list=9%, signal=76%"
POSITIVE REGULATION OF INNATE IMMUNE RESPONSE	POSITIVE REGULATION OF INNATE IMMUNE RESPONSE	24	0.71009386	1.7483883	0	0.09526073	0.586	3069	"tags=54%, list=14%, signal=63%"
INOSITOL TRISPHOSPHATE BIOSYNTHETIC PROCESS	INOSITOL TRISPHOSPHATE BIOSYNTHETIC PROCESS	17	0.48339346	1.74801	0	0.09606016	0.586	1306	"tags=24%, list=6%, signal=25%"
PEPTIDYL-TYROSINE AUTOPHOSPHORYLATION	PEPTIDYL-TYROSINE AUTOPHOSPHORYLATION	29	0.53080946	1.745917	0	0.097371936	0.586	3036	"tags=38%, list=14%, signal=44%"
B CELL DIFFERENTIATION	B CELL DIFFERENTIATION	58	0.58629507	1.7454473	0	0.09752885	0.586	2174	"tags=33%, list=10%, signal=36%"
POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION	POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION	59	0.7136662	1.7452382	0	0.09727861	0.586	1799	"tags=44%, list=8%, signal=48%"
NEGATIVE REGULATION OF CYTOKINE PRODUCTION	NEGATIVE REGULATION OF CYTOKINE PRODUCTION	15	0.7435402	1.7442602	0	0.09750015	0.586	2031	"tags=60%, list=9%, signal=66%"
CELLULAR RESPONSE TO VIRUS	CELLULAR RESPONSE TO VIRUS	25	0.6980014	1.7434536	0	0.09753628	0.586	1227	"tags=36%, list=6%, signal=38%"
NEGATIVE REGULATION OF CATALYTIC ACTIVITY	NEGATIVE REGULATION OF CATALYTIC ACTIVITY	59	0.45931968	1.7433372	0	0.097290106	0.586	2739	"tags=24%, list=13%, signal=27%"
RHO PROTEIN SIGNAL TRANSDUCTION	RHO PROTEIN SIGNAL TRANSDUCTION	69	0.3682092	1.7421805	0	0.09727811	0.586	1962	"tags=16%, list=9%, signal=17%"
INTEGRAL COMPONENT OF ENDOPLASMIC RETICULUM MEMBRANE	INTEGRAL COMPONENT OF ENDOPLASMIC RETICULUM MEMBRANE	101	0.36655644	1.7393365	0	0.09850132	0.586	4925	"tags=26%, list=23%, signal=33%"
REGULATION OF ACTIN CYTOSKELETON REORGANIZATION	REGULATION OF ACTIN CYTOSKELETON REORGANIZATION	17	0.5647087	1.7393006	0	0.098253906	0.586	2417	"tags=41%, list=11%, signal=46%"
CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE	CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE	167	0.6649855	1.7390857	0	0.098009236	0.586	3465	"tags=49%, list=16%, signal=58%"
NEGATIVE REGULATION OF BONE RESORPTION	NEGATIVE REGULATION OF BONE RESORPTION	17	0.6276878	1.7387005	0	0.09776702	0.586	2430	"tags=47%, list=11%, signal=53%"
RESPONSE TO INSULIN	RESPONSE TO INSULIN	79	0.4424071	1.7370123	0	0.097913645	0.586	4483	"tags=33%, list=21%, signal=41%"
GENE EXPRESSION	GENE EXPRESSION	30	0.54286695	1.7369695	0	0.09767455	0.586	2984	"tags=30%, list=14%, signal=35%"
SH2 DOMAIN BINDING	SH2 DOMAIN BINDING	38	0.37808523	1.7351625	0	0.098090336	0.586	3184	"tags=24%, list=15%, signal=28%"
MAST CELL GRANULE	MAST CELL GRANULE	21	0.56967723	1.7350193	0	0.09785277	0.586	1807	"tags=38%, list=8%, signal=41%"
POSITIVE REGULATION OF CELL-CELL ADHESION	POSITIVE REGULATION OF CELL-CELL ADHESION	23	0.5386723	1.7334152	0	0.09832515	0.586	2006	"tags=26%, list=9%, signal=29%"
INTRINSIC APOPTOTIC SIGNALING PATHWAY	INTRINSIC APOPTOTIC SIGNALING PATHWAY	22	0.58176124	1.7327302	0	0.09852681	0.586	2126	"tags=27%, list=10%, signal=30%"
CHOLESTEROL TRANSPORT	CHOLESTEROL TRANSPORT	20	0.6182185	1.7315577	0	0.098707385	0.586	3339	"tags=45%, list=15%, signal=53%"
NEGATIVE REGULATION OF PROTEIN BINDING	NEGATIVE REGULATION OF PROTEIN BINDING	72	0.3429973	1.7306722	0	0.09873486	0.586	4526	"tags=26%, list=21%, signal=33%"
PROMOTER-SPECIFIC CHROMATIN BINDING	PROMOTER-SPECIFIC CHROMATIN BINDING	57	0.40678862	1.7291697	0	0.09849993	0.586	4235	"tags=25%, list=19%, signal=30%"
CELLULAR IRON ION HOMEOSTASIS	CELLULAR IRON ION HOMEOSTASIS	46	0.45701405	1.7259555	0	0.099310644	0.586	2874	"tags=26%, list=13%, signal=30%"
CYTOLYSIS	CYTOLYSIS	17	0.80616724	1.7254535	0	0.0993347	0.586	926	"tags=47%, list=4%, signal=49%"
RESPONSE TO GROWTH HORMONE	RESPONSE TO GROWTH HORMONE	15	0.5222955	1.7245381	0	0.09950663	0.586	3465	"tags=33%, list=16%, signal=40%"
POSITIVE REGULATION OF AUTOPHAGY	POSITIVE REGULATION OF AUTOPHAGY	50	0.3994654	1.724339	0	0.09952951	0.586	2584	"tags=20%, list=12%, signal=23%"
PROTEIN AUTOPROCESSING	PROTEIN AUTOPROCESSING	15	0.6118413	1.7242454	0	0.09929649	0.586	4398	"tags=47%, list=20%, signal=58%"
IRON ION TRANSPORT	IRON ION TRANSPORT	18	0.5177925	1.7238903	0	0.09932028	0.586	2623	"tags=33%, list=12%, signal=38%"
METAL ION TRANSMEMBRANE TRANSPORTER ACTIVITY	METAL ION TRANSMEMBRANE TRANSPORTER ACTIVITY	17	0.4918479	1.7220365	0	0.09999525	0.586	4655	"tags=35%, list=21%, signal=45%"
RECEPTOR SIGNALING PATHWAY VIA JAK-STAT	RECEPTOR SIGNALING PATHWAY VIA JAK-STAT	25	0.72842777	1.7216369	0	0.0997633	0.586	1971	"tags=40%, list=9%, signal=44%"
CGMP BINDING	CGMP BINDING	15	0.5592705	1.7215364	0	0.09953375	0.586	3449	"tags=40%, list=16%, signal=47%"
ACTIVATION OF INNATE IMMUNE RESPONSE	ACTIVATION OF INNATE IMMUNE RESPONSE	35	0.7254527	1.7213833	0	0.09969904	0.586	2709	"tags=51%, list=12%, signal=59%"
REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE	REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE	20	0.5772019	1.7210125	0	0.10030507	0.622	2290	"tags=25%, list=10%, signal=28%"
CHOLESTEROL TRANSFER ACTIVITY	CHOLESTEROL TRANSFER ACTIVITY	18	0.5625959	1.7197198	0	0.100570455	0.622	3075	"tags=44%, list=14%, signal=52%"
POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY	POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY	23	0.73388785	1.7194418	0	0.10058738	0.622	3048	"tags=57%, list=14%, signal=66%"
RESPONSE TO ZINC ION	RESPONSE TO ZINC ION	32	0.46558776	1.7188139	0	0.10035931	0.622	3763	"tags=28%, list=17%, signal=34%"
CELLULAR RESPONSE TO ORGANIC CYCLIC COMPOUND	CELLULAR RESPONSE TO ORGANIC CYCLIC COMPOUND	78	0.53579843	1.7178515	0	0.10072168	0.622	4613	"tags=44%, list=21%, signal=55%"
NEGATIVE REGULATION OF MAPK CASCADE	NEGATIVE REGULATION OF MAPK CASCADE	23	0.5724745	1.7171606	0	0.10122279	0.622	3777	"tags=39%, list=17%, signal=47%"
EXTERNAL SIDE OF PLASMA MEMBRANE	EXTERNAL SIDE OF PLASMA MEMBRANE	345	0.6001345	1.7171217	0	0.10099498	0.622	3517	"tags=45%, list=16%, signal=53%"
AUTOPHAGOSOME ASSEMBLY	AUTOPHAGOSOME ASSEMBLY	56	0.41182432	1.7167554	0	0.10076912	0.622	1995	"tags=14%, list=9%, signal=16%"
PHOSPHOLIPID TRANSPORT	PHOSPHOLIPID TRANSPORT	38	0.40236083	1.7153472	0	0.10092184	0.622	1424	"tags=18%, list=7%, signal=20%"
POSITIVE REGULATION OF AMYLOID-BETA FORMATION	POSITIVE REGULATION OF AMYLOID-BETA FORMATION	18	0.49740547	1.7153265	0	0.100698516	0.622	3022	"tags=44%, list=14%, signal=52%"
UBIQUITIN PROTEIN LIGASE BINDING	UBIQUITIN PROTEIN LIGASE BINDING	292	0.25405023	1.7151371	0	0.1004771	0.622	3256	"tags=15%, list=15%, signal=17%"
NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS	NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS	77	0.43918428	1.7150121	0	0.1002578	0.622	3729	"tags=27%, list=17%, signal=33%"
ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY	ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY	47	0.35960865	1.714747	0	0.10027739	0.673	3999	"tags=21%, list=18%, signal=26%"
NAD+ ADP-RIBOSYLTRANSFERASE ACTIVITY	NAD+ ADP-RIBOSYLTRANSFERASE ACTIVITY	23	0.6936577	1.7146773	0	0.100060835	0.673	1378	"tags=39%, list=6%, signal=42%"
CELLULAR RESPONSE TO CADMIUM ION	CELLULAR RESPONSE TO CADMIUM ION	30	0.56677014	1.7143278	0	0.10008981	0.727	3549	"tags=37%, list=16%, signal=44%"
NEGATIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY	NEGATIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY	19	0.66947544	1.7128955	0	0.09987605	0.727	3247	"tags=47%, list=15%, signal=56%"
CELLULAR RESPONSE TO HYDROGEN PEROXIDE	CELLULAR RESPONSE TO HYDROGEN PEROXIDE	74	0.37801206	1.7121687	0	0.100406945	0.727	4109	"tags=27%, list=19%, signal=33%"
POSITIVE REGULATION OF PROTEIN COMPLEX ASSEMBLY	POSITIVE REGULATION OF PROTEIN COMPLEX ASSEMBLY	48	0.44431713	1.7106235	0	0.10042347	0.727	3070	"tags=29%, list=14%, signal=34%"
MHC CLASS I PROTEIN BINDING	MHC CLASS I PROTEIN BINDING	18	0.6599912	1.7098255	0	0.100439824	0.727	1482	"tags=39%, list=7%, signal=42%"
THIOL-DEPENDENT UBIQUITIN-SPECIFIC PROTEASE ACTIVITY	THIOL-DEPENDENT UBIQUITIN-SPECIFIC PROTEASE ACTIVITY	84	0.26776794	1.7097027	0	0.10022833	0.727	4819	"tags=19%, list=22%, signal=24%"
PROTEIN-CONTAINING COMPLEX ASSEMBLY	PROTEIN-CONTAINING COMPLEX ASSEMBLY	85	0.31210366	1.7088366	0	0.10033942	0.727	3651	"tags=28%, list=17%, signal=34%"
BROWN FAT CELL DIFFERENTIATION	BROWN FAT CELL DIFFERENTIATION	36	0.58793116	1.7088282	0	0.10013011	0.727	3254	"tags=39%, list=15%, signal=46%"
ENDONUCLEASE ACTIVITY	ENDONUCLEASE ACTIVITY	80	0.43661106	1.7042305	0	0.102828704	0.727	3428	"tags=21%, list=16%, signal=25%"
POSITIVE REGULATION OF CALCIUM-MEDIATED SIGNALING	POSITIVE REGULATION OF CALCIUM-MEDIATED SIGNALING	19	0.67522943	1.7037134	0	0.10261059	0.727	2232	"tags=47%, list=10%, signal=53%"
RESPONSE TO DRUG	RESPONSE TO DRUG	321	0.32467112	1.7032461	0	0.1023942	0.727	3763	"tags=23%, list=17%, signal=27%"
LIPID TRANSPORT	LIPID TRANSPORT	127	0.39914507	1.7018026	0	0.103602484	0.727	3963	"tags=26%, list=18%, signal=32%"
CYTOPLASMIC RIBONUCLEOPROTEIN GRANULE	CYTOPLASMIC RIBONUCLEOPROTEIN GRANULE	69	0.34991252	1.7016649	0	0.10338375	0.727	1133	"tags=10%, list=5%, signal=11%"
CYSTEINE-TYPE ENDOPEPTIDASE INHIBITOR ACTIVITY INVOLVED IN APOPTOTIC PROCESS	CYSTEINE-TYPE ENDOPEPTIDASE INHIBITOR ACTIVITY INVOLVED IN APOPTOTIC PROCESS	28	0.61941713	1.7013731	0	0.10316697	0.727	3729	"tags=46%, list=17%, signal=56%"
RESPONSE TO INTERLEUKIN-1	RESPONSE TO INTERLEUKIN-1	34	0.5910936	1.7010344	0	0.10317108	0.727	3427	"tags=41%, list=16%, signal=49%"
TRANSCRIPTION FACTOR BINDING	TRANSCRIPTION FACTOR BINDING	387	0.32754752	1.7009752	0	0.10295692	0.727	4913	"tags=25%, list=23%, signal=32%"
CHAPERONE BINDING	CHAPERONE BINDING	97	0.32855183	1.6972092	0	0.103294715	0.727	6865	"tags=39%, list=31%, signal=57%"
NEGATIVE REGULATION OF B CELL PROLIFERATION	NEGATIVE REGULATION OF B CELL PROLIFERATION	16	0.71119505	1.6922858	0	0.10642388	0.783	2274	"tags=56%, list=10%, signal=63%"
POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY	POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY	35	0.43768528	1.6917026	0	0.106198885	0.783	3032	"tags=26%, list=14%, signal=30%"
RESPONSE TO ANTIBIOTIC	RESPONSE TO ANTIBIOTIC	34	0.4663706	1.6915364	0	0.105975926	0.783	4023	"tags=26%, list=18%, signal=32%"
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS	POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS	30	0.63025373	1.6912527	0	0.105968446	0.783	3829	"tags=53%, list=18%, signal=65%"
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE	INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE	52	0.5916886	1.6908572	0	0.10574821	0.783	2928	"tags=33%, list=13%, signal=38%"
EXTRINSIC APOPTOTIC SIGNALING PATHWAY	EXTRINSIC APOPTOTIC SIGNALING PATHWAY	42	0.62259144	1.6905264	0	0.105529755	0.783	1739	"tags=38%, list=8%, signal=41%"
"HYDROLASE ACTIVITY, ACTING ON GLYCOSYL BONDS"	"HYDROLASE ACTIVITY, ACTING ON GLYCOSYL BONDS"	78	0.5027212	1.6904542	0	0.10552404	0.783	4268	"tags=33%, list=20%, signal=41%"
NEGATIVE REGULATION OF PROTEIN KINASE B SIGNALING	NEGATIVE REGULATION OF PROTEIN KINASE B SIGNALING	38	0.43566382	1.6889664	0	0.106074914	0.783	4109	"tags=32%, list=19%, signal=39%"
RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL	RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL	58	0.38662308	1.6886957	0	0.10585778	0.783	3761	"tags=31%, list=17%, signal=37%"
MYELOID DENDRITIC CELL DIFFERENTIATION	MYELOID DENDRITIC CELL DIFFERENTIATION	21	0.7219876	1.6879356	0	0.10619423	0.783	1972	"tags=57%, list=9%, signal=63%"
POSITIVE REGULATION OF B CELL PROLIFERATION	POSITIVE REGULATION OF B CELL PROLIFERATION	39	0.6471705	1.6876144	0	0.106150016	0.783	3179	"tags=54%, list=15%, signal=63%"
INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR	INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR	24	0.5604469	1.6870164	0	0.105935045	0.783	666	"tags=21%, list=3%, signal=21%"
T CELL DIFFERENTIATION	T CELL DIFFERENTIATION	42	0.5450967	1.6867428	0	0.10601343	0.783	2232	"tags=29%, list=10%, signal=32%"
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE	NEGATIVE REGULATION OF INFLAMMATORY RESPONSE	94	0.5292577	1.6864346	0	0.10646593	0.783	3465	"tags=35%, list=16%, signal=42%"
NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE	NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE	15	0.69124573	1.68631	0	0.10625228	0.783	2932	"tags=40%, list=13%, signal=46%"
CARBOHYDRATE METABOLIC PROCESS	CARBOHYDRATE METABOLIC PROCESS	188	0.3163879	1.6856636	0	0.10623539	0.783	4833	"tags=28%, list=22%, signal=35%"
CALCIUM-MEDIATED SIGNALING USING INTRACELLULAR CALCIUM SOURCE	CALCIUM-MEDIATED SIGNALING USING INTRACELLULAR CALCIUM SOURCE	17	0.47893617	1.6851224	0	0.10622741	0.783	782	"tags=24%, list=4%, signal=24%"
MEMBRANE RAFT	MEMBRANE RAFT	281	0.36245465	1.6844562	0	0.10601718	0.783	2474	"tags=21%, list=11%, signal=23%"
MYELOID CELL DIFFERENTIATION	MYELOID CELL DIFFERENTIATION	24	0.6603338	1.6839254	0	0.10628647	0.783	2972	"tags=42%, list=14%, signal=48%"
TUMOR NECROSIS FACTOR-MEDIATED SIGNALING PATHWAY	TUMOR NECROSIS FACTOR-MEDIATED SIGNALING PATHWAY	35	0.6373771	1.6832485	0	0.10699518	0.783	2875	"tags=40%, list=13%, signal=46%"
"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY"	"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY"	26	0.7343091	1.6823229	0	0.10738393	0.783	2543	"tags=54%, list=12%, signal=61%"
HISTONE BINDING	HISTONE BINDING	122	0.25038534	1.6823057	0	0.1071726	0.783	4711	"tags=20%, list=22%, signal=26%"
T CELL PROLIFERATION	T CELL PROLIFERATION	26	0.5985791	1.6816505	0	0.10716098	0.783	3367	"tags=42%, list=15%, signal=50%"
DEFENSE RESPONSE TO GRAM-NEGATIVE BACTERIUM	DEFENSE RESPONSE TO GRAM-NEGATIVE BACTERIUM	58	0.69796544	1.679927	0	0.10726285	0.783	3432	"tags=53%, list=16%, signal=63%"
SH3/SH2 ADAPTOR ACTIVITY	SH3/SH2 ADAPTOR ACTIVITY	25	0.445346	1.679393	0	0.107332654	0.783	2040	"tags=20%, list=9%, signal=22%"
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION	POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION	60	0.70015746	1.6787188	0	0.10712461	0.783	1799	"tags=47%, list=8%, signal=51%"
REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	17	0.5394327	1.6784992	0	0.1071136	0.783	3846	"tags=35%, list=18%, signal=43%"
POSITIVE REGULATION OF SIGNAL TRANSDUCTION	POSITIVE REGULATION OF SIGNAL TRANSDUCTION	46	0.3634795	1.6770054	0	0.10752049	0.783	3505	"tags=24%, list=16%, signal=28%"
CARBOHYDRATE BINDING	CARBOHYDRATE BINDING	201	0.4506924	1.6763787	0	0.10751676	0.783	4439	"tags=35%, list=20%, signal=44%"
PHOSPHATIDYLINOSITOL PHOSPHATE BINDING	PHOSPHATIDYLINOSITOL PHOSPHATE BINDING	17	0.4452365	1.6751746	0	0.1077886	0.783	4718	"tags=35%, list=22%, signal=45%"
NEGATIVE REGULATION OF T CELL ACTIVATION	NEGATIVE REGULATION OF T CELL ACTIVATION	16	0.7211612	1.6751093	0	0.10758264	0.783	2747	"tags=50%, list=13%, signal=57%"
RESPONSE TO PROGESTERONE	RESPONSE TO PROGESTERONE	34	0.5762571	1.6745371	0	0.10772826	0.783	4738	"tags=47%, list=22%, signal=60%"
METAL ION TRANSPORT	METAL ION TRANSPORT	28	0.3916659	1.673964	0	0.10771524	0.783	5139	"tags=32%, list=24%, signal=42%"
RAC GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	RAC GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	16	0.43563837	1.6735433	0	0.10751184	0.783	1962	"tags=19%, list=9%, signal=21%"
